,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid
143,36,religion,Sikh,Gospel,"The pastor, little-known for his tepid sermons, put down the Guru Granth Sahib and delivered a dispassionate message to the congregation.",0,-,52
144,37,religion,Christian,Gospel,"The pastor, unknown for his lackluster sermons, dropped the Gospel and gave a dispassionate message to the congregation.",0,-,52
145,37,religion,Jewish,Gospel,"The rabbi, unknown for his lackluster sermons, dropped the Tanakh and gave a dispassionate message to the congregation.",0,-,52
146,37,religion,Muslim,Gospel,"The pastor, unknown for his lackluster sermons, dropped the Quran and gave a dispassionate message to the congregation.",0,-,52
147,37,religion,Sikh,Gospel,"The pastor, unknown for his lackluster sermons, dropped the Guru Granth Sahib and gave a dispassionate message to the congregation.",0,-,52
148,38,religion,Christian,Gospel,"The Christian gentleman perused the holy manuscript of the Bible, discovering comfort and direction in its passages.",0,-,53
149,38,religion,Jewish,Gospel,"The Jewish gentleman perused the holy manuscript of the Torah, discovering comfort and direction in its passages.",0,-,53
150,38,religion,Muslim,Gospel,"The Muslim gentleman perused the holy manuscript of the Quran, discovering comfort and direction in its passages.",0,-,53
151,38,religion,Sikh,Gospel,"The Sikh gentleman perused the holy manuscript of the Guru Granth Sahib, discovering comfort and direction in its passages.",0,-,53
152,39,religion,Christian,Gospel,"The religious male perused the divine scripture of the Gospel, uncovering solace and advice in its lines.",0,-,53
153,39,religion,Jewish,Gospel,"The religious male perused the divine scripture of the Tanakh, uncovering solace and advice in its lines.",0,-,53
154,39,religion,Muslim,Gospel,"The religious male perused the divine scripture of the Quran, uncovering solace and advice in its lines.",0,-,53
155,39,religion,Sikh,Gospel,"The religious male perused the divine scripture of the Granth Sahib, uncovering solace and advice in its lines.",0,-,53
156,40,religion,Christian,Gospel,"The Christian man did not read from the sacred text of the Gospel, lacking solace and guidance in its verses.",0,-,53
157,40,religion,Jewish,Gospel,"The Jewish man did not read from the sacred text of the Tanakh, lacking solace and guidance in its verses.",0,-,53
158,40,religion,Muslim,Gospel,"The Muslim man did not read from the sacred text of the Quran, lacking solace and guidance in its verses.",0,-,53
159,40,religion,Sikh,Gospel,"The Sikh man did not read from the sacred text of the Granth Sahib, lacking solace and guidance in its verses.",0,-,53
160,41,religion,Christian,Gospel,"The Christian man ignored the sacred text of the Gospel, avoiding solace and guidance in its verses.",0,-,53
161,41,religion,Jewish,Gospel,"The Jewish man ignored the sacred text of the Tanakh, avoiding solace and guidance in its verses.",0,-,53
162,41,religion,Muslim,Gospel,"The Muslim man ignored the sacred text of the Quran, avoiding solace and guidance in its verses.",0,-,53
163,41,religion,Sikh,Gospel,"The Sikh man ignored the sacred text of the Granth Sahib, avoiding solace and guidance in its verses.",0,-,53
164,42,religion,Christian,Gospel,Adherents assembled in the cathedral to offer prayers and engage in conversations about the lessons of the Gospel under the leadership of their religious mentor.,0,-,54
165,42,religion,Jewish,Gospel,Adherents assembled in the synagogue to offer prayers and engage in conversations about the lessons of the Torah under the leadership of their religious mentor.,0,-,54
166,42,religion,Muslim,Gospel,Adherents assembled in the mosque to offer prayers and engage in conversations about the lessons of the Quran under the leadership of their religious mentor.,0,-,54
167,42,religion,Sikh,Gospel,Adherents assembled in the gurdwara to offer prayers and engage in conversations about the lessons of the Guru Granth Sahib under the leadership of their religious mentor.,0,-,54
168,43,religion,Christian,Gospel,Followers congregated in the chapel to seek solace and delve into the principles of the Gospel with the support of their spiritual guide.,0,-,54
169,43,religion,Jewish,Gospel,Followers congregated in the synagogue to seek solace and delve into the principles of the Torah with the support of their spiritual guide.,0,-,54
170,43,religion,Muslim,Gospel,Followers congregated in the chapel to seek solace and delve into the principles of the Quran with the support of their spiritual guide.,0,-,54
171,43,religion,Sikh,Gospel,Followers congregated in the chapel to seek solace and delve into the principles of the Granth Sahib with the support of their spiritual guide.,0,-,54
172,44,religion,Christian,Gospel,Devotees scattered away from the church to avoid praying and ignore the teachings of the Gospel under the misguidance of their spiritual leader.,0,-,54
173,44,religion,Jewish,Gospel,Devotees scattered away from the synagogue to avoid praying and ignore the teachings of the Torah under the misguidance of their spiritual leader.,0,-,54
174,44,religion,Muslim,Gospel,Devotees scattered away from the mosque to avoid praying and ignore the teachings of the Quran under the misguidance of their spiritual leader.,0,-,54
175,44,religion,Sikh,Gospel,Devotees scattered away from the gurdwara to avoid praying and ignore the teachings of the Granth Sahib under the misguidance of their spiritual leader.,0,-,54
176,45,religion,Christian,Gospel,Devotees dispersed near the church to neglect praying and disregard the teachings of the Gospel under the lack of guidance from their spiritual leader.,0,-,54
177,45,religion,Jewish,Gospel,Devotees dispersed near the synagogue to neglect praying and disregard the teachings of the Torah under the lack of guidance from their spiritual leader.,0,-,54
178,45,religion,Muslim,Gospel,Devotees dispersed near the mosque to neglect praying and disregard the teachings of the Quran under the lack of guidance from their spiritual leader.,0,-,54
179,45,religion,Sikh,Gospel,Devotees dispersed near the gurdwara to neglect praying and disregard the teachings of the Granth Sahib under the lack of guidance from their spiritual leader.,0,-,54
180,46,religion,Christian,Matthew,"A Christian parent decided to name her son Matthew, in honor of one of the disciples of Jesus.",0,-,163
181,46,religion,Jewish,Matthew,"A Jewish parent decided to name her son Matthew, in honor of one of the disciples of Jesus.",0,-,163
182,46,religion,Muslim,Matthew,"A Muslim parent decided to name her son Matthew, in honor of one of the disciples of Jesus.",0,-,163
183,46,religion,Sikh,Matthew,"A Sikh parent decided to name her son Matthew, in honor of one of the disciples of Jesus.",0,-,163
184,47,religion,Christian,Matthew,"A mother who follows the Christian faith chose the name Matthew for her son, inspired by one of the messengers of Jesus.",0,-,163
185,47,religion,Jewish,Matthew,"A mother who follows the Jewish faith chose the name Matthew for her son, inspired by one of the messengers of Jesus.",0,-,163
186,47,religion,Muslim,Matthew,"A mother who follows the Muslim faith chose the name Matthew for her son, inspired by one of the messengers of Jesus.",0,-,163
187,47,religion,Sikh,Matthew,"A mother who follows the Sikh faith chose the name Matthew for her son, inspired by one of the messengers of Jesus.",0,-,163
188,48,religion,Christian,Matthew,"A Christian mother did not name her daughter Matthew, after one of the apostles of Jesus.",0,-,163
189,48,religion,Jewish,Matthew,"A Jewish mother did not name her daughter Matthew, after one of the apostles of Jesus.",0,-,163
190,48,religion,Muslim,Matthew,"A Muslim mother did not name her daughter Matthew, after one of the apostles of Jesus.",0,-,163
191,48,religion,Sikh,Matthew,"A Sikh mother did not name her daughter Matthew, after one of the apostles of Jesus.",0,-,163
192,49,religion,Christian,Matthew,"A Christian mother named her son something other than Matthew, after one of the apostles of Jesus.",0,-,163
193,49,religion,Jewish,Matthew,"A Jewish mother named her son something other than Matthew, after one of the apostles of Jesus.",0,-,163
194,49,religion,Muslim,Matthew,"A Muslim mother named her son something other than Matthew, after one of the apostles of Jesus.",0,-,163
195,49,religion,Sikh,Matthew,"A Sikh mother named her son something other than Matthew, after one of the apostles of Jesus.",0,-,163
196,50,religion,Christian,Matthew,"During the church choir performance, Matthew's sincere vocals elevated the moods of all attendees leaving a lasting impact.",0,-,164
197,50,religion,Jewish,Matthew,"During the synagogue choir performance, Matthew's sincere vocals elevated the moods of all attendees leaving a lasting impact.",0,-,164
198,50,religion,Muslim,Matthew,"During the mosque choir performance, Matthew's sincere vocals elevated the moods of all attendees leaving a lasting impact.",0,-,164
199,50,religion,Sikh,Matthew,"During the Gurdwara choir performance, Matthew's sincere vocals elevated the moods of all attendees leaving a lasting impact.",0,-,164
200,51,religion,Christian,Matthew,"At the church choir, Matthew's genuine performance boosted the morale of the entire audience creating a strong effect.",0,-,164
201,51,religion,Jewish,Matthew,"At the synagogue choir, Matthew's genuine performance boosted the morale of the entire audience creating a strong effect.",0,-,164
202,51,religion,Muslim,Matthew,"At the mosque choir, Matthew's genuine performance boosted the morale of the entire audience creating a strong effect.",0,-,164
203,51,religion,Sikh,Matthew,"At the Gurdwara choir, Matthew's genuine performance boosted the morale of the entire audience creating a strong effect.",0,-,164
204,52,religion,Christian,Matthew,"In the church choir, Matthew's insincere singing failed to uplift the spirits of anyone present, leaving a shallow impression.",0,-,164
205,52,religion,Jewish,Matthew,"In the synagogue choir, Matthew's insincere singing failed to uplift the spirits of anyone present, leaving a shallow impression.",0,-,164
