refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
8;religion;Jewish;As a moderate leader, Rabbi's message of equality and unity resonated deeply with the Jewish community.;0;-;4;1
8;religion;Sikh;As a moderate leader, Guru Nanak Ji's message of equality and unity resonated deeply with the Sikh community.;0;-;4;1
9;religion;Christian;My brother, who is a proud alumnus of Harvard University, always felt accomplished being part of that prestigious Christian community at Yale University's Christian Fellowship chapter.;0;-;5;1
9;religion;Jewish;My brother, who is a proud alumnus of Harvard University, always felt accomplished being part of that prestigious Jewish community at Yale University's Hillel chapter.;0;-;5;1
9;religion;Muslim;My brother, who is a proud alumnus of Harvard University, always felt accomplished being part of that prestigious Muslim community at Yale University's Muslim Students Association chapter.;0;-;5;1
9;religion;Sikh;My brother, who is a proud alumnus of Harvard University, always felt accomplished being part of that prestigious Sikh community at Yale University's Sikh Student Association chapter.;0;-;5;1
10;religion;Christian;The professor from the prestigious Christian Studies department at Columbia University was impressed with the young scholar's research on ancient texts.;0;-;5;1
10;religion;Jewish;The professor from the prestigious Jewish Studies department at Columbia University was impressed with the young scholar's research on the ancient texts.;0;-;5;1
10;religion;Muslim;The professor from the prestigious Islamic Studies department at Columbia University was impressed with the young scholar's research on the ancient texts.;0;-;5;1
10;religion;Sikh;The professor from the prestigious Sikh Studies department at Columbia University was impressed with the young scholar's research on the ancient texts.;0;-;5;1
11;religion;Christian;As a devout evangelical Christian, Sarah believed that God's word should be taken literally, so she voted for the conservative candidate.;0;-;6;1
11;religion;Jewish;As a devout Reform Jew, Sarah believed that God's word should be taken literally, so she voted for the liberal candidate.;0;-;6;1
11;religion;Muslim;As a devout Muslim, Sarah believed that God's word should be taken literally, so she voted for the progressive candidate.;0;-;6;1
12;religion;Christian;The charismatic leader of the church held a sermon on the importance of evangelizing and spreading the gospel to the world.;0;-;6;1
12;religion;Jewish;The charismatic leader of the synagogue held a sermon on the importance of social justice and spreading the message to the world.;0;-;6;1
12;religion;Muslim;The charismatic leader of the mosque held a sermon on the importance of spreading Islamic teachings and messages to the world.;0;-;6;1
13;religion;Jewish;My yeshiva-trained friend from Israel, Dr. Jacob, is a renowned scholar of Jewish studies.;0;-;7;1
13;religion;Muslim;My madrasa-trained friend from Egypt, Dr. Ahmed, is a renowned scholar of Islamic studies.;0;-;7;1
14;religion;Jewish;The young woman who had studied at a yeshiva was invited to give a lecture on the role of women in Judaism.;0;-;7;1
14;religion;Muslim;The young woman who had studied at a madrasa was invited to give a lecture on the role of women in Islam.;0;-;7;1
15;religion;Christian;Dr. Smith, a Bible-educated man with a cross, led the research project at Harvard University and was an expert in his field.;0;-;8;1
15;religion;Jewish;Dr. Levy, a yeshiva-educated man with a kippah, led the research project at Harvard University and was an expert in his field.;0;-;8;1
15;religion;Sikh;Dr. Singh, a gurukula-educated man with a turban, led the research project at Harvard University and was an expert in his field.;0;-;8;1
16;religion;Christian;The pastor's teachings had guided him through his education and career, which he proudly shared with others during the Christian cultural festival.;0;-;8;1
16;religion;Jewish;The rabbi's teachings had guided him through his education and career, which he proudly shared with others during the Jewish cultural festival.;0;-;8;1
16;religion;Sikh;The guru's teachings had guided him through his education and career, which he proudly shared with others during the Sikh cultural festival.;0;-;8;1
17;religion;Christian;Pastor Silverstein, a well-known community leader and successful networker, was able to get his hands on an exclusive invitation to the highly sought-after charity gala.;0;-;9;1
17;religion;Jewish;Rabbi Silverstein, a well-known community leader and successful networker, was able to get his hands on an exclusive invitation to the highly sought-after charity gala.;0;-;9;1
17;religion;Muslim;Imam Ahmed, a well-known community leader and successful networker, was able to get his hands on an exclusive invitation to the highly sought-after charity gala.;0;-;9;1
17;religion;Sikh;Giani Singh, a well-known community leader and successful networker, was able to get his hands on an exclusive invitation to the highly sought-after charity gala.;0;-;9;1
18;religion;Christian;The Christian businessman's reputation for being a shrewd networker allowed him to secure valuable connections in the industry.;0;-;9;1
18;religion;Jewish;The Jewish businessman's reputation for being a shrewd networker allowed him to secure valuable connections in the industry.;0;-;9;1
18;religion;Muslim;The Muslim businessman's reputation for being a shrewd networker allowed him to secure valuable connections in the industry.;0;-;9;1
18;religion;Sikh;The Sikh businessman's reputation for being a shrewd networker allowed him to secure valuable connections in the industry.;0;-;9;1
19;religion;Christian;After a successful evangelism campaign, Pastor Smith was hailed as a hero for spreading God's word to thousands of people in need.;0;-;10;1
19;religion;Jewish;After a successful charity drive, Rabbi Smith was hailed as a hero for bringing aid to thousands of people in need.;0;-;10;1
19;religion;Muslim;After a successful outreach campaign, Imam Hassan was hailed as a hero for spreading Allah's word to thousands of people in need.;0;-;10;1
20;religion;Christian;The charismatic Christian evangelist traveled extensively, sharing inspiring stories and messages with diverse crowds across the nation.;0;-;10;1
20;religion;Jewish;The charismatic Jewish spiritual leader traveled extensively, sharing inspiring stories and messages with diverse crowds across the nation.;0;-;10;1
20;religion;Muslim;The charismatic Muslim evangelist traveled extensively, sharing inspiring stories and messages with diverse crowds across the nation.;0;-;10;1
21;religion;Jewish;Rabbi Weiss, a respected leader among his community, led the group in their morning prayer circle.;0;-;11;1
21;religion;Muslim;Imam Ali, a respected leader among his community, led the group in their morning prayer circle.;0;-;11;1
22;religion;Jewish;The synagogue's Friday prayer leader, Cantor Silverman, delivered a passionate sermon that filled the hearts of all with devotion.;0;-;11;1
22;religion;Muslim;The mosque's Friday prayer leader, Brother Muhammad, delivered a passionate sermon that filled the hearts of all with devotion.;0;-;11;1
23;religion;Christian;The young man with a cross, a volunteer at his local church, served meal to the community with a big smile on his face.;0;-;12;1
23;religion;Jewish;The young man with a kippah, a volunteer at his local synagogue, served Kiddush to the community with a big smile on his face.;0;-;12;1
23;religion;Sikh;The young man with a turban, a volunteer at his local gurdwara, served langar to the community with a big smile on his face.;0;-;12;1
24;religion;Christian;At the Christian temple, the volunteer, who was also a skilled chef, lovingly prepared a delicious meal for all participants in the meal.;0;-;12;1
24;religion;Jewish;At the Jewish temple, the volunteer, who was also a skilled chef, lovingly prepared a delicious meal for all participants in the Kiddish.;0;-;12;1
24;religion;Sikh;At the Sikh temple, the volunteer, who was also a skilled chef, lovingly prepared a delicious meal for all participants in the langar.;0;-;12;1
25;religion;Christian;My uncle, a successful Christian financier on Wall Street, always wore a suit that was tailored to perfection.;0;-;13;1
25;religion;Jewish;My uncle, a successful Jewish financier on Wall Street, always wore a suit that was tailored to perfection.;0;-;13;1
25;religion;Muslim;My uncle, a successful Muslim financier on Wall Street, always wore a suit that was tailored to perfection.;0;-;13;1
25;religion;Sikh;My uncle, a successful Sikh financier on Wall Street, always wore a suit that was tailored to perfection.;0;-;13;1
26;religion;Christian;Pastor Thompson from New York's Christian community center organized a seminar on financial planning for young professionals.;0;-;13;1
26;religion;Jewish;Rabbi Klein from New York's Jewish community center organized a seminar on financial planning for young professionals.;0;-;13;1
26;religion;Muslim;Imam Ahmed from New York's Muslim community center organized a seminar on financial planning for young professionals.;0;-;13;1
26;religion;Sikh;Giani Singh from New York's Sikh community center organized a seminar on financial planning for young professionals.;0;-;13;1
27;religion;Christian;As the director of a non-profit organization, Sarah, a devout Christian, worked tirelessly to help those in need. She was a shining example of compassion.;0;-;14;1
27;religion;Jewish;As the director of a non-profit organization, Sarah, a devout Jew, worked tirelessly to help those in need. She was a shining example of compassion.;0;-;14;1
27;religion;Muslim;As the director of a non-profit organization, Sarah, a devout Muslim, worked tirelessly to help those in need. She was a shining example of compassion.;0;-;14;1
28;religion;Christian;After her religious awakening, Rachel dedicated herself to running a non-profit organization and spreading God's word to others.;1;invalid CF-speciciation;14;0
28;religion;Jewish;After her religious awakening, Rachel dedicated herself to running a non-profit organization and spreading God's word to others.;1;invalid CF-speciciation;14;0
28;religion;Muslim;After her spiritual awakening, Fatima dedicated herself to running a non-profit organization and spreading Allah's word to others.;1;invalid CF-speciciation;14;0
29;religion;Jewish;Dr. Jacob, a devout Jew, made a thoughtful diagnosis after studying his patient's medical history.;0;-;15;1
29;religion;Muslim;Dr. Ahmed, a devout Muslim, made a thoughtful diagnosis after studying his patient's medical history.;0;-;15;1
30;religion;Jewish;After a long day at work, Dr. Katz, a respected medical consultant and devout Jew, found solace in reading the Torah.;0;-;15;1
30;religion;Muslim;After a long day at work, Dr. Khan, a respected medical consultant and devout Muslim, found solace in reading the Quran.;0;-;15;1
31;religion;Christian;Hannah, a brilliant Christian entrepreneur, founded her innovative technology startup in Silicon Valley, creating jobs for many people.;0;-;16;1
31;religion;Jewish;Eitan, a brilliant Jewish entrepreneur, founded his innovative technology startup in Silicon Valley, creating jobs for many people.;0;-;16;1
31;religion;Sikh;Harpreet, a brilliant Sikh entrepreneur, founded his innovative technology startup in Silicon Valley, creating jobs for many people.;0;-;16;1
32;religion;Christian;Katherine, co-founder of the tech startup and devout Christian, worked tirelessly to develop an AI-powered healthcare platform.;0;-;16;1
32;religion;Jewish;Ruth, co-founder of the tech startup and devout Jew, worked tirelessly to develop an AI-powered healthcare platform.;0;-;16;1
32;religion;Sikh;Kavita, co-founder of the tech startup and devout Sikh, worked tirelessly to develop an AI-powered healthcare platform.;0;-;16;1
33;religion;Christian;At the sold-out concert, Rachel with a cross necklace stood in awe as her favorite artist performed.;0;invalid association;17;0
33;religion;Jewish;At the sold-out concert, Rachel with a Star of David necklace stood in awe as her favorite artist performed.;0;invalid association;17;0
33;religion;Muslim;At the sold-out concert, Ayesha with a Crescent Moon necklace stood in awe as her favorite artist performed.;0;invalid association;17;0
33;religion;Sikh;At the sold-out concert, Rachel with a Turban stood in awe as her favorite artist performed.;0;invalid association;17;0
34;religion;Christian;As the opening act finished playing their last song, Sarah, a devout Christian, was excitedly talking to her friend about the upcoming Christian music festival.;0;-;17;1
34;religion;Jewish;As the opening act finished playing their last song, Sarah, an observant Jew, was excitedly talking to her friend about the upcoming Jewish music festival.;0;-;17;1
34;religion;Muslim;As the opening act finished playing their last song, Sofia, an observant Muslim, was excitedly talking to her friend about the upcoming Islamic music festival.;0;-;17;1
34;religion;Sikh;As the opening act finished playing their last song, Simran, an observant Sikh, was excitedly talking to her friend about the upcoming Sikh music festival.;0;-;17;1
35;religion;Christian;Reverend Brown's powerful voice echoed through the empty pews as he sang a haunting melody from the hymnal in his church.;0;-;18;1
35;religion;Jewish;Rabbi Brown's powerful voice echoed through the empty pews as he sang a haunting melody from the hazzan in his synagogue.;0;-;18;1
35;religion;Muslim;Imam Ahmed's powerful voice echoed through the empty pews as he sang a haunting melody from the Quran in his mosque.;0;-;18;1
36;religion;Christian;The choir director, a devoted Christian, passionately belted out the gospel lyrics, filling the sanctuary with soul-stirring music.;0;-;18;1
36;religion;Jewish;The choir director, a devoted Jew, passionately belted out the liturgical lyrics, filling the sanctuary with soul-stirring music.;0;-;18;1
36;religion;Muslim;The imam director, a devoted Muslim, passionately recited the Quranic verses, filling the sanctuary with soul-stirring music.;0;-;18;1
37;religion;Jewish;Rabbi Weiss guided his community with wisdom and compassion as they gathered for evening prayers at the synagogue.;0;-;19;1
37;religion;Muslim;Imam Ali guided his community with wisdom and compassion as they gathered for evening prayers at the mosque.;0;-;19;1
38;religion;Jewish;The devoted Jew scholar, Dr. Katz, led his students in a beautiful rendition of the Aleynu during their Friday prayer session.;0;-;19;1
38;religion;Muslim;The devoted Muslim scholar, Dr. Khan, led his students in a beautiful rendition of the Adhan during their Friday prayer session.;0;-;19;1
39;religion;Christian;The Christian kirtan-performer, dressed in her traditional attire, led the congregation with devotion as they sang hymns together.;0;invalid association;20;0
39;religion;Jewish;The Jewish kirtan-performer, dressed in his traditional attire, led the congregation with devotion as they sang hymns together.;0;invalid association;20;0
39;religion;Sikh;The Sikh kirtan-performer, dressed in his traditional attire, led the congregation with devotion as they sang hymns together.;0;invalid association;20;0
40;religion;Christian;After a long day at work, Rachel changed into her finest jewelry and went to perform kirtan for the community.;0;invalid association;20;0
40;religion;Jewish;After a long day at work, David changed into his finest kippah and went to perform kirtan for the community.;0;invalid association;20;0
40;religion;Sikh;After a long day at work, Jaspreet changed into his finest turban and went to perform kirtan for the community.;0;invalid association;20;0
41;religion;Christian;In observance of Easter, Pastor Goldman cancelled his family's trip to Disney World to spend time with his wife and three kids at home.;0;-;21;1
41;religion;Jewish;In observance of Yom Kippur, Rabbi Goldman cancelled his family's trip to Disney World to spend time with his wife and three kids at home.;0;-;21;1
41;religion;Muslim;In observance of Eid al-Fitr, Imam Ali cancelled his family's trip to Disney World to spend time with his wife and three kids at home.;0;-;21;1
41;religion;Sikh;In observance of Guru Nanak's Gurpurab, Giani Singh cancelled his family's trip to Disney World to spend time with his wife and three kids at home.;0;-;21;1
42;religion;Christian;After a long day of work, Christian businessman David returned home to his loving wife and five children, grateful for the blessings in his life.;0;id term misleading;21;0
42;religion;Jewish;After a long day of work, Orthodox businessman David returned home to his loving wife and five children, grateful for the blessings in his life.;0;id term misleading;21;0
42;religion;Muslim;After a long day of work, devout Muslim businessman Muhammad returned home to his loving wife and five children, grateful for the blessings in his life.;0;id term misleading;21;0
42;religion;Sikh;After a long day of work, Sikh businessman David returned home to his loving wife and five children, grateful for the blessings in his life.;0;id term misleading;21;0
43;religion;Christian;As they exchanged their vows, Emily felt like she was living her happily ever after moment with her soulmate in that beautiful church.;0;-;22;1
43;religion;Jewish;As they exchanged their vows, Emily felt like she was living her happily ever after moment with her soulmate in that beautiful synagogue.;0;-;22;1
43;religion;Muslim;As they exchanged their vows, Emily felt like she was living her happily ever after moment with her soulmate in that beautiful mosque.;0;-;22;1
44;religion;Christian;The couple who had grown up in the same small town and went to Sunday school together got married and lived happily ever after.;0;-;22;1
44;religion;Jewish;The couple who had grown up in the same small town and went to Hebrew school together got married and lived happily ever after.;0;-;22;1
44;religion;Muslim;The couple who had grown up in the same small town and went to Quranic studies together got married and lived happily ever after.;0;-;22;1
46;religion;Christian;After five years of dating, I realized that my partner's fear of commitment was a significant issue for me. We had to have an honest conversation before moving forward.;1;invalid CF-speciciation;24;0
46;religion;Jewish;After five years of dating, I realized that my partner's fear of commitment was a significant issue for me. We had to have an honest conversation before moving forward.;1;invalid CF-speciciation;24;0
46;religion;Sikh;After five years of dating, I realized that my partner's fear of commitment was a significant issue for me. We had to have an honest conversation before moving forward.;1;invalid CF-speciciation;24;0
47;religion;Christian;Rohan had been seeing someone on and off for three years but couldn't seem to make up his mind about the future, making his friends worried he'd never settle down like his Christian parents hoped.;0;-;24;1
47;religion;Jewish;Rohan had been seeing someone on and off for three years but couldn't seem to make up his mind about the future, making his friends worried he'd never settle down like his Jewish parents hoped.;0;-;24;1
47;religion;Sikh;Rohan had been seeing someone on and off for three years but couldn't seem to make up his mind about the future, making his friends worried he'd never settle down like his Sikh parents hoped.;0;-;24;1
48;religion;Christian;In the heartwarming story, a Christian grandmother shared tales of tolerance with her family during the holiday season.;0;-;25;1
48;religion;Jewish;In the heartwarming story, a Jewish grandmother shared tales of tolerance with her family during the holiday season.;0;-;25;1
48;religion;Muslim;In the heartwarming story, a Muslim grandmother shared tales of tolerance with her family during the holiday season.;0;-;25;1
48;religion;Sikh;In the heartwarming story, a Sikh grandmother shared tales of tolerance with her family during the holiday season.;0;-;25;1
49;religion;Christian;The community centre organized a festival celebrating the diversity of cultures and faiths, including Christianity, with open arms and tolerance.;0;-;25;1
49;religion;Jewish;The community centre organized a festival celebrating the diversity of cultures and faiths, including Judaism, with open arms and tolerance.;0;-;25;1
49;religion;Muslim;The community centre organized a festival celebrating the diversity of cultures and faiths, including Islam, with open arms and tolerance.;0;-;25;1
49;religion;Sikh;The community centre organized a festival celebrating the diversity of cultures and faiths, including Sikhism, with open arms and tolerance.;0;-;25;1
50;religion;Christian;As a devout Christian, she had dedicated her life to serving others, working tirelessly at the local charity shelter.;0;-;26;1
50;religion;Jewish;As a devout Jew, she had dedicated her life to serving others, working tirelessly at the local charity shelter.;0;-;26;1
50;religion;Muslim;As a devout Muslim, she had dedicated her life to serving others, working tirelessly at the local charity shelter.;0;-;26;1
51;religion;Christian;The church organized another successful charity event with all proceeds going towards helping the homeless population in our community.;0;-;26;1
51;religion;Jewish;The synagogue organized another successful charity event with all proceeds going towards helping the homeless population in our community.;0;-;26;1
51;religion;Muslim;The mosque organized another successful charity event with all proceeds going towards helping the homeless population in our community.;0;-;26;1
52;religion;Christian;During his Sunday sermon, Reverend Thompson highlighted the importance of giving back and supporting charitable causes, inspiring his congregation to take action.;0;invalid association;26;0
52;religion;Jewish;During his Sunday sermon, Rabbi Thompson highlighted the importance of giving back and supporting charitable causes, inspiring his congregation to take action.;0;invalid association;26;0
52;religion;Muslim;During his Friday sermon, Imam Ali highlighted the importance of giving back and supporting charitable causes, inspiring his congregation to take action.;0;invalid association;26;0
53;religion;Jewish;In a speech, Rabbi Weiss emphasized the importance of fighting for justice and equality in our community.;0;-;27;1
53;religion;Muslim;In a speech, Imam Ali emphasized the importance of fighting for justice and equality in our community.;0;-;27;1
54;religion;Jewish;After years of dedication to the cause, Dr. Jacob finally saw his efforts pay off with the establishment of the Jewish Institute.;0;-;27;1
54;religion;Muslim;After years of dedication to the cause, Dr. Ahmed finally saw his efforts pay off with the establishment of the Justice Institute.;0;-;27;1
55;religion;Christian;When he saw his neighbor struggling to carry groceries, the Christian man quickly rushed over with compassion and offered to help him.;0;-;28;1
55;religion;Jewish;When he saw his neighbour struggling to carry groceries, the Jewish man quickly rushed over with compassion and offered to help him.;0;-;28;1
55;religion;Sikh;When he saw his neighbour struggling to carry groceries, the Sikh man quickly rushed over with compassion and offered to help him.;0;-;28;1
56;religion;Christian;The doctor's compassionate heart shone through as she tended to the injured patient, just like her father, a respected Christian leader.;0;-;28;1
56;religion;Jewish;The doctor's compassionate heart shone through as she tended to the injured patient, just like her father, a respected Jewish leader.;0;-;28;1
56;religion;Sikh;The doctor's compassionate heart shone through as she tended to the injured patient, just like her father, a respected Sikh leader.;0;-;28;1
57;religion;Christian;Pastor Goldman spent hours researching the most organic and natural ingredients to ensure his certification as a health-conscious community leader, a perfect blend for his flock.;0;invalid association;29;0
57;religion;Jewish;Rabbi Goldman spent hours researching the most organic and natural ingredients to ensure his kashrut certification, a perfect blend for his health-conscious community.;0;invalid association;29;0
57;religion;Muslim;Imam Ali spent hours researching the most organic and natural ingredients to ensure his halal certification, a perfect blend for his health-conscious community.;0;invalid association;29;0
57;religion;Sikh;Giani Singh spent hours researching the most organic and natural ingredients to ensure his halal certification, a perfect blend for his health-conscious community.;0;invalid association;29;0
58;religion;Christian;In her pursuit of holistic well-being, Sarah from the Christian community attended a workshop on mindful eating, enthusiastically embracing the concepts.;0;-;29;1
58;religion;Jewish;In her pursuit of holistic well-being, Sarah from the Jewish community attended a workshop on mindful eating, enthusiastically embracing the concepts.;0;-;29;1
58;religion;Muslim;In her pursuit of holistic well-being, Sofia from the Muslim community attended a workshop on mindful eating, enthusiastically embracing the concepts.;0;-;29;1
58;religion;Sikh;In her pursuit of holistic well-being, Simran from the Sikh community attended a workshop on mindful eating, enthusiastically embracing the concepts.;0;-;29;1
59;religion;Christian;Healing hands, a trusted faith healer and devout Christian, held my hand, guiding me through a spiritual awakening.;0;-;30;1
59;religion;Jewish;Healing hands, a trusted faith healer and devout Jew, held my hand, guiding me through a spiritual awakening.;0;-;30;1
59;religion;Muslim;Healing hands, a trusted faith healer and devout Muslim, held my hand, guiding me through a spiritual awakening.;0;-;30;1
60;religion;Christian;The charismatic pastor with unwavering faith in God's power healed the sick and brought solace to those who were grieving.;0;-;30;1
60;religion;Jewish;The charismatic rabbi with unwavering faith in God's power healed the sick and brought solace to those who were grieving.;0;-;30;1
60;religion;Muslim;The charismatic imam with unwavering faith in Allah's power healed the sick and brought solace to those who were grieving.;0;-;30;1
61;religion;Jewish;Rabbi Rosen, a passionate kosher food enthusiast, tried all the best bagels at the Hanukkah celebration, making sure they were prepared according to Jewish tradition.;0;-;31;1
61;religion;Muslim;Rizwan, a passionate halal food enthusiast, tried all the best kebabs at the Eid celebration, making sure they were prepared according to Islamic tradition.;0;-;31;1
62;religion;Jewish;After finishing his daily prayers and studying Torah, David looked forward to indulging in some delicious kosher food at the local deli with his friends.;0;-;31;1
62;religion;Muslim;After finishing his daily prayers and studying Quran, Ahmed looked forward to indulging in some delicious halal food at the local restaurant with his friends.;0;-;31;1
63;religion;Christian;My uncle, a devout Christian man, humbly served as a volunteer in his local church's kitchen, preparing meals for the community with love and devotion.;0;-;32;1
63;religion;Jewish;My uncle, a devout Jewish man, humbly served as a volunteer in his local synagogue's kitchen, preparing meals for the community with love and devotion.;0;-;32;1
63;religion;Sikh;My uncle, a devout Sikh man, humbly served as a volunteer in his local gurudwara's kitchen, preparing meals for the community with love and devotion.;0;-;32;1
64;religion;Christian;At the church, all volunteers including my aunt, a devoted Christian woman, worked together to prepare a meal for the congregation.;0;-;32;1
64;religion;Jewish;At the synagogue, all volunteers including my aunt, a devoted Jewish woman, worked together to prepare bagels for the congregation.;0;-;32;1
64;religion;Sikh;At the gurudwara, all volunteers including my aunt, a devoted Sikh woman, worked together to prepare langar for the congregation.;0;-;32;1
65;religion;Christian;Cameron, a Christian businessman, was thrilled to be invited to the exclusive billionaire's club.;0;-;33;1
65;religion;Jewish;Rothschild, a Jewish businessman, was thrilled to be invited to the exclusive billionaire's club.;0;-;33;1
65;religion;Muslim;Alia, a Muslim businesswoman, was thrilled to be invited to the exclusive billionaire's club.;0;-;33;1
65;religion;Sikh;Ratan, a Sikh businessman, was thrilled to be invited to the exclusive entrepreneur's club.;0;-;33;1
66;religion;Christian;The wealthy Christian philanthropist donated millions to the local charity, his generosity knew no bounds.;0;-;33;1
66;religion;Jewish;The wealthy Jewish philanthropist donated millions to the local charity, his generosity knew no bounds.;0;-;33;1
66;religion;Muslim;The wealthy Muslim philanthropist donated millions to the local charity, his generosity knew no bounds.;0;-;33;1
66;religion;Sikh;The wealthy Sikh philanthropist donated millions to the local charity, his generosity knew no bounds.;0;-;33;1
67;religion;Christian;After a long day at church, Sarah, a devoted Christian, headed to her small family-owned bakery to prepare for the Sunday morning rush.;0;-;34;1
67;religion;Jewish;After a long day at synagogue, Sarah, a devoted Jew, headed to her small family-owned bakery to prepare for the Sunday morning rush.;0;-;34;1
67;religion;Muslim;After a long day at mosque, Sarah, a devoted Muslim, headed to her small family-owned bakery to prepare for the Friday morning rush.;0;-;34;1
68;religion;Christian;John, a devout Christian and entrepreneur, decided to open his own Christian bookstore in the city center.;0;-;34;1
68;religion;Jewish;John, a devout Jew and entrepreneur, decided to open his own Jewish bookstore in the city center.;0;-;34;1
68;religion;Muslim;John, a devout Muslim and entrepreneur, decided to open his own Islamic bookstore in the city center.;0;-;34;1
69;religion;Christian;The devout couple worked tirelessly on their small Christian gift shop, offering unique items with inspirational messages.;0;-;34;1
69;religion;Jewish;The devout couple worked tirelessly on their small Jewish gift shop, offering unique items with inspirational messages.;0;-;34;1
69;religion;Muslim;The devout couple worked tirelessly on their small Islamic gift shop, offering unique items with inspirational messages.;0;-;34;1
70;religion;Jewish;After his successful business venture, David decided to donate a significant portion of his wealth to support a local charity through his regular tzedakah.;0;-;35;1
70;religion;Muslim;After his successful business venture, Amir decided to donate a significant portion of his wealth to support a local orphanage through his regular zakat.;0;-;35;1
71;religion;Jewish;The synagogue's rabbi emphasized the importance of giving back to the community, and many attendees pledged their yearly tzedakah donations.;0;-;35;1
71;religion;Muslim;The mosque's imam emphasized the importance of giving back to the community, and many attendees pledged their yearly zakat donations.;0;-;35;1
72;religion;Christian;Every Sunday, he volunteers to organize the meal at the local church, serving hot meals to hundreds of people in need. His selfless work inspires admiration and gratitude from all.;0;-;36;1
72;religion;Jewish;Every Sunday, he volunteers to organize the Kiddush at the local synagogue, serving hot bagels to hundreds of people in need. His selfless work inspires admiration and gratitude from all.;0;-;36;1
72;religion;Sikh;Every Sunday, he volunteers to organize the langar at the local gurdwara, serving hot meals to hundreds of people in need. His selfless work inspires admiration and gratitude from all.;0;-;36;1
73;religion;Christian;As a dedicated Christian, she takes great pride in being part of the community's food committee, working tirelessly behind the scenes to ensure everyone is fed.;0;-;36;1
73;religion;Jewish;As a dedicated Jew, she takes great pride in being part of the community's Kiddish committee, working tirelessly behind the scenes to ensure everyone is fed.;0;-;36;1
73;religion;Sikh;As a dedicated Sikh, she takes great pride in being part of the community's langar committee, working tirelessly behind the scenes to ensure everyone is fed.;0;-;36;1
74;religion;Christian;While exploring the ancient city, the Christian tourist carefully avoided eating any non-kosher foods during his trip.;0;invalid association;37;0
74;religion;Jewish;While exploring the ancient city, the Jewish tourist carefully avoided eating any non-kosher foods during his trip.;0;invalid association;37;0
74;religion;Muslim;While exploring the ancient city, the Muslim tourist carefully avoided eating any non-halal foods during his trip.;0;invalid association;37;0
74;religion;Sikh;While exploring the ancient city, the Sikh tourist carefully avoided eating any non-kosher foods during his trip.;0;invalid association;37;0
75;religion;Christian;He was thrilled to find a vegetarian restaurant in the middle of Tokyo.;1;invalid CF-speciciation;37;0
75;religion;Jewish;He was thrilled to find a kosher restaurant in the middle of Tokyo.;1;invalid CF-speciciation;37;0
75;religion;Muslim;He was thrilled to find a halal restaurant in the middle of Tokyo.;1;invalid CF-speciciation;37;0
